sigla;iata;nombre;municipio;departamento;categoria;latitud;longitud;propietario;explotador;longitud_pista;ancho_pista;pbmo;orientacion;elevacion;resolucion;fecha_construccion;fecha_vigencia;clase;tipo;numero_vuelos_origen;gcd_departamental;gcd_municipal,,,
4JC;NA;JUANCHACO;Buenaventura;Valle del Cauca;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24;76;76109,,,
7FO;NA;LA ISLA;Puerto Gaitán;Meta;Aeródromo;4.4211;-71.6271;LA ISLA Y EL ROSARIO S.A.;LA CEIBA S.A.;800;10;3000;04 | 23;538;1325;05/06/2015;11/06/2018;1A;Privado;2;50;50568,,,
7FU;NA;LA ESCONDIDA;Puerto Gaitán;Meta;Aeródromo;4.6108;-71.1935;PALMAS SICARARE S.A.S.;COSARGO S.A.S.;1300;18;5000;05 | 23;564;1843;26/04/2013;07/05/2016;1A;Fumigación;30;50;50568,,,
7FW;NA;MORICHITO;Hato Corozal;Casanare;Aeródromo;5.9188;-71.7932;CARMEN NARANJO;ROBERTO C. RIAÑO P.;800;15;3500;07 | 25;720;2220;07/05/2009;41083;1A;Privado;NA;85;85125,,,
7FX;NA;CAROLINA DEL PRINCIPE;Carolina;Antioquia;Aeródromo;6.7248;-75.2909;MUNICIPIO;MUNICIPIO;400;16;1000;05 | 23;6004;6470;19/11/2013;NA;1A;Público;NA;5;5150,,,
7FY;NA;DUBAI;Ayapel;Córdoba;Aeródromo;8.296;-75.0307;ANDRES D. LONDOÑO T.;ANDRES D. LONDOÑO T.;350;10;500;18 | 36;82;1212;20/03/2013;42455;1A;Privado;NA;23;23068,,,
7FZ;NA;EL TRIUNFO;Orocué;Casanare;Aeródromo;4.8095;-71.667;ERNESTO J. PEREZ VILLAMIZAR;EL MISMO;880;15;3000;07 | 25;475;5532;11/11/2014;43066;1A;Privado;2;85;85230,,,
7GA;NA;BARU - HIDROPUERTO;Cartagena de Indias;Bolívar;Aeródromo;10.2321;-75.5877;MAURICIO E. VASQUEZ M.;EL MISMO;450;20;500;17 | 35;0;6067;25/10/2012;07/11/2015;1A;Privado;NA;13;13001,,,
7GB;NA;LA CAROLINA;El Paso;Cesar;Aeródromo;9.528;-73.7866;JORGE AGUDELO RESTREPO;JORGE AGUDELO REST.;350;10;500;15 | 33;690;5474;06/10/2009;41210;UL;Privado;NA;20;20250,,,
7GC;NA;SAN FELIPE DEL PAUTO;Trinidad;Casanare;Aeródromo;5.2032;-70.8951;AGRAS S.A.S;AGRAS S.A.S;720;10;3000;04 | 22;3125;4505;16/08/2012;42264;1A;Privado;153;85;85430,,,
7GD;NA;VELASQUEZ;Puerto Boyacá;Boyacá;Aeródromo;5.9482;-74.4575;FAC;MANSAROVAR;1500;18;10000;16 | 34;617;2135;16/05/2013;42514;3C;Privado;2325;15;15572,,,
7GE;NA;LUCITANIA;Orocué;Casanare;Aeródromo;4.6954;-71.589;AGROPECUARIA CRAVO SUR;AGROPECUARIA CRAVO SUR;650;18;3000;05 | 23;443;1051;28/02/2014;03/03/2017;1A;Privado;NA;85;85230,,,
7GF;NA;LA UNION;Paz de Ariporo;Casanare;Aeródromo;5.6283;-70.7032;MARTHA Y. VARGAS DE R.;GEOPARK CUERVA;640;18;3500;06 | 24;335;2136;16/05/2013;42511;1A;Privado;1122;85;85250,,,
7GG;NA;LA ILUSION;Maní;Casanare;Aeródromo;4.5805;-72.4282;SIGRA S.A.;SIGRA S.A.;890;18;3500;05 | 23;574;1944;03/05/2013;10/05/2016;1A;Privado;2;85;85139,,,
7GH;NA;LA VENTUROSA;Puerto Carreño;Vichada;Aeródromo;6.1391;-68.7779;MUNICIPIO;GOBERNACION;1000;12;9500;05 | 23;246;6782;05/12/2013;NA;1A;Público;54;99;99001,,,
7GI;NA;GUAYABAL DEL CRAVO;Orocué;Casanare;Aeródromo;4.7223;-71.5943;KLAUS PUTH ARANGUREN;KLAUS PUTH ARANGUREN;750;12;2500;06 | 24;442;3710;24/07/2013;01/08/2016;1A;Privado;1;85;85230,,,
7GK;NA;LAS VIOLETAS- CA;Castilla la Nueva;Meta;Aeródromo;3.8519;-73.7286;FRANCELINA CADENA;AEROCLUB DEL META;350;10;500;04 | 22;609;4132;19/08/2010;41533;UL;Privado;NA;50;50150,,,
7GL;NA;LA JAGUA;La Jagua de Ibirico;Cesar;Aeródromo;9.5905;-73.2886;CARBONES DE LA JAGUA S.A.;CARBO. DE LA JAGUA S.A.;1200;18;7500;05 | 23;787;171;27/01/2015;06/02/2018;2A;Privado;1070;20;20400,,,
7GN;NA;LOS MANGOS;Ayapel;Córdoba;Aeródromo;8.2956;-75.0987;MANUEL LOPEZ ORTEGA;MANUEL LOPEZ ORTEGA;200;10;500;17 | 35;90;5190;24/09/2013;42660;UL;Privado;NA;23;23068,,,
7GO;NA;MATABRAVA;San Luis de Palenque;Casanare;Aeródromo;5.2132;-71.6915;FRANCISCA REYES DIAZ;FRANCISCA REYES DIAZ;600;10;2000;02 | 20;524;5966;15/12/2014;43087;1A;Privado;1;85;85325,,,
7GP;NA;EL PORVENIR - CA;Pijiño del Carmen;Magdalena;Aeródromo;9.491;-74.1909;LA CEIBA S.A.;LA CEIBA S.A.;300;10;500;18 | 36;176;236;21/01/2014;42781;UL;Privado;NA;47;47545,,,
7GQ;NA;LA PROVINCIA;Paz de Ariporo;Casanare;Aeródromo;5.6918;-70.11;CARLOS H. MONTENEGRO;CARLOS H. MONTENEGRO;670;15;2500;02 | 20;430;399;31/01/2014;42790;1A;Privado;NA;85;85250,,,
7GS;NA;EL ENCANTO;Cumaribo;Vichada;Aeródromo;4.6934;-70.9078;JUAN AQUILINO PEREZ P.;EL ENCANTO 1 S.A.S.;1200;20;5000;03 | 21;544;5964;15/12/2014;43092;1A;Fumigación;376;99;99773,,,
7GU;NA;HATO GARIBAY;Maní;Casanare;Aeródromo;4.4656;-72.3273;AGROPECUARIA LA TAGUA;ROBERTO HERRERA OBREGON;750;10;5500;06 | 24;482;4212;06/08/2014;42961;1A;Privado;NA;85;85139,,,
7GV;NA;REPRESA DE LAS CANARIAS;Paz de Ariporo;Casanare;Aeródromo;5.7658;-71.2503;OLGA BRAVO DE CANTOR;OLGA BRAVO DE CANTOR;610;15;3500;05 | 23;652;5236;14/10/2014;01/12/2017;1A;Privado;6;85;85250,,,
7GX;NA;LA ATARRAYA - CA.;Ayapel;Córdoba;Aeródromo;8.2857;-75.0963;FELIPE BRAVO BOTERO;FELIPE BRAVO BOTERO;210;10;500;17 | 35;91;5714;25/11/2014;43122;UL;Privado;NA;23;23068,,,
7GY;NA;LAS ACACIAS;Nemocón;Cundinamarca;Aeródromo;5.0949;-73.9054;JUAN BERNANDO SANINT G;EL MISMO;1350;20;10000;05 | 23;8431;439;27/02/2015;05/03/2018;3A;Privado;NA;25;25486,,,
7GZ;NA;COROZITO;Maní;Casanare;Aeródromo;4.6701;-72.0994;INVERSIONES LA PALMERA DE COROZITO;INV.LA PALMERA DE COROZITO;1200;18;6/F/D/X/T;05 | 23;497;832;14/04/2015;43210;2A;Privado;161;85;85139,,,
7HA;NA;EL CONDOR;Flandes;Tolima;Aeródromo;4.2595;-74.8308;AEROTURBO DE COLOMBIA;LUIS FDO. BARRETO CAVIEDES;280;10;500;04 | 22;992;5730;09/10/2012;03/12/2015;UL;Privado;NA;73;73275,,,
7HB;NA;HOTEL SAN DIEGO;Puerto Gaitán;Meta;Aeródromo;3.7693;-71.8179;MADYGAN S.A.S.;MADYGAN S.A.S.;800;18;4000;03 | 21;725;6730;26/11/2012;03/12/2015;2A;Privado;92;50;50568,,,
7HC;NA;EL CAFUCHE;La Primavera;Vichada;Aeródromo;5.3152;-70.0184;ANDRES CARVAJAL MOLINA;ANDRES CARVAJAL MOLINA;850;18;4000;04 | 22;384;3826;30/07/2013;01/08/2016;1A;Privado;1;99;99524,,,
7HD;NA;BOSQUES DE LA PRIMAVERA;La Primavera;Vichada;Aeródromo;5.3489;-69.7467;MARIA A. RIVERA AGUDELO;MARIA A. RIVERA AGUDELO;800;18;3000;17 | 35;396;1444;17/06/2015;43294;1A;Privado;NA;99;99524,,,
7HE;NA;GUACHARACAS (COLOMBAIMA);Beltrán;Cundinamarca;Aeródromo;4.7371;-74.8021;EMPRESA GUACHARACAS;CCA. LTDA;700;10;3000;01 | 19;797;5920;19/10/2012;42308;1A;Privado;1;25;25086,,,
7HF;NA;GAVILAN DE LA PASCUA;La Primavera;Vichada;Aeródromo;5.1166;-70.3806;RESGUARDO INDIGENA ORIPGA;RES. INDIGENA ORIPGA;1200;15;3500;06 | 24;419;7257;20/12/2012;44922;1A;Público;85;99;99524,,,
7HG;NA;DOROTEA B1;Paz de Ariporo;Casanare;Aeródromo;5.5122;-71.0248;NEW GRANADA ENERGY;NEW GRANADA ENERGY;1000;18;9/F/C/X/T/;06 | 24;404;2362;27/05/2013;42520;2A;Privado;1029;85;85250,,,
7HH;NA;HORIZONTES;Piedecuesta;Santander;Aeródromo;7.0017;-73.1037;DESARROLLOS METROPOLITANOS;DESARROLLOS METROPOLITANOS;610;12;3500;07 | 25;4195;5186;24/09/2013;NA;1A;Privado;NA;68;68547,,,
7HJ;NA;MACOLLA;Maní;Casanare;Aeródromo;4.7713;-72.0714;GRAMERCY S.A.S.;AGROPECUARIA CACOLLA S.A.S.;950;18;5000;05 | 23;548;2134;16/05/2013;42507;1A;Privado;12;85;85139,,,
7HK;NA;MULETOS- CA;Maní;Casanare;Aeródromo;4.5549;-72.1753;MULETOS S.A.S.;MULETOS S.A.S.;350;10;500;18 | 36;790;2142;16/05/2013;42520;UL;Privado;NA;85;85139,,,
7HL;NA;LA MAPORA;Pore;Casanare;Aeródromo;5.6459;-71.9887;PAULA ANDREA CANO A.;PAULA ANDREA CANO;350;10;500;04 | 22;497;2199;17/05/2013;42539;1A;Privado;NA;85;85263,,,
7HM;NA;LLANO CAUCHO;Cumaribo;Vichada;Aeródromo;4.4355;-70.6954;AGROINDUSTRIALES DEL ORIENTE;AGROINVERSIONES DEL ORIENTE S.A.S;900;15;12000;05 | 23;434;5189;24/09/2013;42640;1A;Privado;10;99;99773,,,
7HN;NA;ARMENIA;Paz de Ariporo;Casanare;Aeródromo;5.787;-70.1835;LUIS JOSE CALA LOPEZ;LUIS JOSE CALA LOPEZ;800;15;3000;03 | 21;380;4734;06/09/2013;42640;1A;Privado;NA;85;85250,,,
7HO;NA;EDGAR CALDAS POTES-CA;Calima;Valle del Cauca;Aeródromo;3.9159;-76.4813;ALEJANDRO A. CALDAS V.;ALEJANDRO A. CALDAS V.;350;10;400;05 | 23;1462;1311;13/03/2014;NA;1A;Privado;NA;76;76126,,,
7HQ;NA;GENERAL ADELMO RUIZ M.;Ricaurte;Cundinamarca;Aeródromo;4.35;-74.7511;EDUARDO A. VIVEROS;ACAF;210;15;500;05 | 23;987;46;08/01/2014;42749;1A;Privado;NA;25;25612,,,
7HR;NA;RANCHO COLIBRI - CA;Roldanillo;Valle del Cauca;Aeródromo;4.4586;-76.1258;HENRY D. F. ORTIZ SILVA;HENRY D. F. ORTIZ SILVA;215;10;500;06 | 24;3083;7091;19/12/2013;09/01/2017;1A;Privado;NA;76;76622,,,
7HS;NA;CASTILLO - CA;Manatí;Atlántico;Aeródromo;10.4089;-74.9963;DIANA MARIA SOLANO D.;DIANA MARIA SOLANO D.;360;10;500;04 | 22;20;706;12/02/2014;42783;1A;Privado;NA;8;8436,,,
7HT;NA;MANARE;Paz de Ariporo;Casanare;Aeródromo;5.9761;-70.1575;HERNAN GOMEZ NIÑO;HERNAN GOMEZ NIÑO;1100;23;4000;06 | 24;334;1577;26/03/2014;42822;1A;Privado;19;85;85250,,,
7HU;NA;GUANAGUANARE;La Primavera;Vichada;Aeródromo;5.4739;-69.9014;INVERSIONES GUANAGUANARE;INV. GUANAGUANARE;800;10;5000;04 | 22;400;2132;25/04/2014;42870;1A;Privado;NA;99;99524,,,
7HV;NA;LA BENDICION;La Primavera;Vichada;Aeródromo;6.0627;-69.1783;SERGIO ANDRES ESPINOSA F.;SERGIO A. ESPINOSA FLOREZ;1200;15;5000;04 | 22;360;2498;12/05/2014;42876;1A;Privado;47;99;99524,,,
7HW;NA;CABARALEZ;Puerto Wilches;Santander;Aeródromo;7.3283;-73.7965;RICARDO FIGUEREDO M.;RICARDO FOGUEREDO M.;700;12;3500;18 | 36;324;3060;10/06/2014;42904;1A;Privado;NA;68;68575,,,
7HX;NA;PIVIJAY;La Primavera;Vichada;Aeródromo;5.1288;-69.9716;FERNANDO CUSTAS PATACON;FERNANDO CUSTAS P.;900;20;3500;07 | 25;426;3063;10/06/2014;42899;1A;Privado;8;99;99524,,,
7HY;NA;HOTEL DEL CAMPO - CA;Quimbaya;Quindío;Aeródromo;4.6123;-75.8132;JUAN B. URIBE S.;LUIS BERRENECHE RIVERA;180;10;500;03 | 21;3828;2492;12/05/2014;09/07/2017;1A;Privado;NA;63;63594,,,
7HZ;NA;MAXIMENA;Maní;Casanare;Aeródromo;4.4723;-72.1094;PALMERAS MAXIMENA S.A.S;PALMERAS MAXIMENA;1300;18;5000;12 | 30;426;4213;06/08/2014;42961;1A;Privado;NA;85;85139,,,
7IA;NA;MURIBA;Maní;Casanare;Aeródromo;4.5809;-72.2551;VITIS OLEI S.A.S.;VITIS OLEI S.A.S.;1300;18;5000;17 | 35;432;4214;06/08/2014;42961;1A;Privado;NA;85;85139,,,
7IB;NA;MAJAGUILLO;Orocué;Casanare;Aeródromo;4.832;-71.6902;FELIPE GOMEZ H. y CIA.;FELIPE GOMEZ H. y CIA.;1000;20;4800;04 | 22;499;5386;28/10/2014;05/11/2017;1A;Privado;NA;85;85230,,,
7IC;NA;VOLAR COLOMBIA;La Pintada;Antioquia;Aeródromo;5.7735;-75.603;CRISTIAN CAMILO MONCADA A.;CRISTIAN C. MONCADA A.;260;8;500;11 | 19;2559;11;05/01/2015;43114;1A;Privado;NA;5;5390,,,
7ID;NA;LA MACOYA;Yopal;Casanare;Aeródromo;5.2262;-72.1478;ELSON HERNANDO SIERRA;ELSON H. SIERRA QUICENO;580;15;3000;09 | 27;474;9;05/01/2015;43114;1A;Privado;NA;85;85001,,,
7IE;NA;LIMA;Fundación;Magdalena;Aeródromo;10.3794;-74.1114;JORGE SOLANO RECIO;JORGE SOLANO RECIO;700;16;3500;17 | 35;395;10;05/01/2015;43130;1A;Privado;NA;47;47288,,,
7IF;NA;LOS VENADOS;La Primavera;Vichada;Aeródromo;5.0666;-69.9988;GUILLERMO FRANCO RESTREPO;GUILLERMO FRANCO R.;1560;23;6500;17 | 35;475;515;10/03/2015;43175;2A;Privado;NA;99;99524,,,
7IG;NA;LA FORTUNA 1;San Martín;Meta;Aeródromo;3.611;-72.3412;LUIS C. CASTRO M.;RAFAEL FDO. GAVIRIA A.;800;18;4000;05 | 23;482;640;20/03/2015;43212;1A;Privado;NA;50;50689,,,
7IH;NA;LOS KIOSCOS;Puerto Gaitán;Meta;Aeródromo;3.4747;-72.2349;MARTHA I. PABON PADILLA;MARTHA I. PABON PADILLA;800;12;5000;06 | 24;770;690;31/03/2015;43213;1A;Privado;NA;50;50568,,,
7II;ECO;EL ENCANTO;El Encanto;Amazonas;Aeródromo;-1.7525;-73.2058;GOBERNACION;GOBERNACION;780;20;5000;12 | 30;406;830;15/04/2015;NA;1A;Público;NA;91;91263,,,
7IJ;NA;LA LORENA;Paz de Ariporo;Casanare;Aeródromo;5.6092;-70.421;BUSHIRO TAKEMOTO;BUSHIRO TAKEMOTO;800;15;3000;06 | 24;347;1443;17/06/2015;43276;1A;Privado;NA;85;85250,,,
7NP;NA;EL CAIRANO;Santa Catalina;Bolívar;Aeródromo;10.7124;-75.2649;CARLOS E. GUERRERO;ENRIQUE MORALES NUÑEZ;215;10;400;18 | 36;30;998;01/03/2012;42107;UL;Privado;NA;13;13673,,,
7NQ;NA;EL PARAISO;La Primavera;Vichada;Aeródromo;5.1826;-69.6303;RUBEN D. VELASQUEZ;RUBEN D. VELASQUEZ;1100;20;3000;05 | 23;387;5533;11/11/2014;02/12/2017;1A;Privado;2;99;99524,,,
7NR;NA;NUEVA ROMA;Plato;Magdalena;Aeródromo;9.968;-74.3303;JORGE SOLANO RECIO;JORGE SOLANO RECIO;550;10;3000;18 | 36;462;4503;16/08/2012;42260;1A;Privado;1;47;47555,,,
7NS;NA;JAGUAR;Puerto Gaitán;Meta;Aeródromo;4.2161;-72.0275;CEPCOLSA;CEPCOLSA;1200;23;22/F/B/X/T;05 | 23;650;4940;06/09/2012;10/10/2015;2B;Privado;980;50;50568,,,
7NT;NA;OCELOTE;Puerto Gaitán;Meta;Aeródromo;4.2751;-71.6123;HOCOL S.A.;HOCOL S.A.;1200;20;17.8 F/B/X/T;05 | 23;690;5922;19/10/2012;42302;2B;Privado;1159;50;50568,,,
8CB;NA;BANCO DE LA REPUBLICA- CONDOTO;Condoto;Chocó;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;27;27205,,,
9AA;NA;BONAIRE  - CA;Ayapel;Córdoba;Aeródromo;8.2851;-75.0505;INDUSTRIAS DIPSA S.A.S.;INDUSTRIAS DIPSA S.A.S.;350;10;500;16 | 34;100;8;05/01/2015;43149;UL;Privado;NA;23;23068,,,
9AB;NA;GETSEMANI;Hato Corozal;Casanare;Aeródromo;6.1506;-70.0294;MUNICIPIO;MUNICIPIO;800;14;2000;02 | 20;304;2220;10/06/2004;41806;1A;Público;112;85;85125,,,
9AC;NA;MARIA ALEJANDRA;Nunchía;Casanare;Aeródromo;5.0054;-72.3959;CIRO GUILLERMO VEGA N.;SAMBA LTDA.;640;10;2000;13 | 31;734;2493;12/05/2014;42910;1A;Fumigación;3;85;85225,,,
9AD;NA;URACA - CA.;Puerto Colombia;Atlántico;Aeródromo;11.0062;-74.9224;NORA CARVAJALINO;ALAS DEL CARIBE;320;10;800;05 | 23;204;5624;11/10/2013;12/11/2016;UL;Privado;NA;8;8573,,,
9AG;NA;LIBANO - CA;Bosconia;Cesar;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;20;20060,,,
9AH;NA;SAN ROQUE  - CA.;San Pedro;Valle del Cauca;Aeródromo;4.0039;-76.2209;IRMA HERNANDEZ DE M.;JAKOB OLIVIER;235;10;400;01 | 19;3366;5622;11/10/2013;42687;UL;Privado;NA;76;76670,,,
9AI;NA;CAÑO GARZA;Paz de Ariporo;Casanare;Aeródromo;5.5917;-71.5894;PERENCO COLOMBIA LIMITED;PERENCO COLOMBIA LIMITED;640;15;12202;03 | 21;530;933;24/04/2015;43218;1A;Privado;4578;85;85250,,,
9AJ;NA;SAN LUIS DE PACA;Mitú;Vaupés;Aeródromo;0.8744;-70.3464;RESGUARDO INDIGENA;GOBERNACION DEL VAUPES;424;10;1650;13 | 31;590;3423;16/09/1997;NA;1A;Público;78;97;97001,,,
9AK;NA;CANANARI;Mitú;Vaupés;Aeródromo;0.545;-70.9286;RESGUARDO INDIGENA;GOBERNACION DEL VAUPES;420;20;1650;03 | 21;780;3423;16/09/1997;NA;1A;Público;126;97;97001,,,
9AL;NA;LAS GUABINAS;Orocué;Casanare;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;85;85230,,,
9AM;NA;SAN FERNANDO;Paz de Ariporo;Casanare;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;85;85250,,,
9AN;NA;MARAREY;Orocué;Casanare;Aeródromo;4.8281;-71.0808;JULIAN VALENCIA I. Y OTROS;JULIAN VALENCIA I. Y OTROS;700;15;4800;04 | 22;498;2001;08/05/2013;09/05/2016;1A;Privado;226;85;85230,,,
9AO;NA;SANTA CLARA;Sabanalarga;Casanare;Aeródromo;4.4172;-72.7744;ARMANDO SANCHEZ M.;TAES LTDA.;800;10;2500;05 | 23;610;2137;16/05/2013;42514;1A;Fumigación;23;85;85300,,,
9AR;NA;SAN PABLO;Mitú;Vaupés;Aeródromo;-0.7831;-70.3228;RESGUARDO INDIGENA;GOBERNACION DEL VAUPES;510;10;1650;18 | 36;550;3423;16/09/1997;NA;1A;Público;86;97;97001,,,
9AS;NA;SIRENAS;Trinidad;Casanare;Aeródromo;5.2541;-71.1576;PERENCO COLOMBIA LIMITED;PERENCO COLOMBIA LIMITED;600;18;5000;05 | 23;443;3058;10/06/2014;11/06/2017;1A;Privado;2498;85;85430,,,
9AT;NA;COROCITO;Puerto López;Meta;Aeródromo;3.9507;-72.2186;AGROINVERSIONES COROCITO;AGROINVERSIONES COROCITO;980;10;3000;09 | 27;544;1838;26/04/2013;42519;1A;Privado;7;50;50573,,,
9AU;NA;LAS FURIAS;Nunchía;Casanare;Aeródromo;5.4039;-72.1228;MAURICIO CALA PEREZ;SFA LTDA.;800;10;2000;08 | 26;688;5611;04/10/2012;09/10/2015;1A;Fumigación;NA;85;85225,,,
9AV;NA;EL NOGAL;Villavicencio;Meta;Aeródromo;3.9883;-73.2994;GLORIA L.TIUSO;AEROTEC LTDA.;610;10;2000;05 | 23;817;4739;29/08/2012;42273;1A;Fumigación;NA;50;50001,,,
9AX;NA;SANTA CRUZ;Puerto López;Meta;Aeródromo;4.1318;-73.1814;JULIO STRAUCH D.;COMERCIALIZADORA ECO;650;10;2000;09 | 27;659;2685;25/05/2011;41807;1A;Fumigación;NA;50;50573,,,
9AZ;NA;REMACHE SUR;San Luis de Palenque;Casanare;Aeródromo;5.0832;-71.1525;DESIDERIO CHAPARRO;PERENCO COLOMBIA LIMITED;600;18;5000;04 | 22;459;3058;10/06/2014;11/06/2017;1A;Privado;3353;85;85325,,,
9BA;NA;CURUMANI;Curumaní;Cesar;Aeródromo;9.2222;-73.5722;MUNICIPIO;FADELCE;900;23;2000;16 | 34;164;2989;02/07/2008;NA;2A;Fumigación;NA;20;20228,,,
9BB;NA;SAN MIGUEL;Puerto López;Meta;Aeródromo;4.1069;-72.89;ELIZABETH CRUZ BULLA;SAAC S.A.S;670;10;2000;10 | 28;803;251;01/02/2012;09/02/2015;1A;Fumigación;105;50;50573,,,
9BC;NA;CANTADELICIAS;Alpujarra;Tolima;Aeródromo;3.3873;-74.9338;MUNICIPIO;MUNICIPIO;700;15;12200;06 | 24;4213;4541;13/10/2005;42291;1A;Público;NA;73;73024,,,
9BD;NA;CURALITO - UL;Valledupar;Cesar;Aeródromo;10.2729;-73.2798;JORGE LUIS PRIETO BERRIO;JORGE LUIS PRIETO B.;330;12;500;04 | 22;1920;1675;NA;04/05/2012;UL;Privado;7;20;20001,,,
9BE;NA;LAS VEGAS;Paz de Ariporo;Casanare;Aeródromo;6.0072;-71.2842;ALEIDA JERONIMO NAVAS;ALEIDA JERONIMO NAVAS;740;15;3500;06 | 24;430;1657;03/04/2012;42112;1A;Privado;15;85;85250,,,
9BF;NA;LA FRANCIA;El Paso;Cesar;Aeródromo;9.6394;-73.5282;SOCIEDAD COLOMBIAN NATURAL RESOURCES;EL MISMO;1100;18;11.56 F/C/X/T;03 | 21;213;962;02/03/2011;NA;1B;Privado;149;20;20250,,,
9BG;NA;AGUAS BLANCAS;San Alberto;Cesar;Aeródromo;7.8197;-73.5719;PALMAS BELLAVISTA S.A.;CELTA LTDA.;800;15;3000;04 | 22;174;4942;22/09/2014;43031;1A;Fumigación;NA;20;20710,,,
9BH;NA;GUAFITAS;Orocué;Casanare;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;279;85;85230,,,
9BI;NA;SAN FELIPE;Orocué;Casanare;Aeródromo;5.1037;-71.8425;MARIA LUCILA REYES ORDOÑEZ;MARIA LUCILA REYES O.;700;14;2000;06 | 24;554;800;18/02/2010;41363;1A;Privado;10;85;85230,,,
9BK;NA;JULIAN;Cabuyaro;Meta;Aeródromo;4.2711;-72.9869;HERNANDO JIMENEZ;ASAM LTDA;800;10;2500;02 | 20;735;3181;24/06/2009;06/07/2012;1A;Fumigación;NA;50;50124,,,
9BL;NA;LOS HALCONES;Bugalagrande;Valle del Cauca;Aeródromo;3.9178;-76.3206;DIEGO TORRES NUÑEZ;DIEGO TORRES NUÑEZ;350;10;500;01 | 19;3232;6678;22/11/2012;04/01/2016;1A;Privado;10;76;76113,,,
9BN;NA;EL SOÑADOR;Aguazul;Casanare;Aeródromo;5.2299;-72.4528;GLORIA M. ALVIRA R.;CELTA LTDA.;700;14;2000;14 | 32;865;304;27/01/2010;09/02/2013;1A;Fumigación;NA;85;85010,,,
9BO;NA;VENECIA DE GUANAPALO;San Luis de Palenque;Casanare;Aeródromo;5.3079;-71.9204;COLCONSTRUC LTDA;COLCONSTRUC LTDA.;1000;15;5500;04 | 22;623;4873;16/09/2014;43004;1A;Privado;38;85;85325,,,
9BP;NA;EL CONCHAL - CA;El Cerrito;Valle del Cauca;Aeródromo;3.7273;-76.3902;ARMANDO ARAGON NAVIA;ARMANDO ARAGON NAVIA;200;10;400;02 | 20;3139;326;07/02/2013;01/04/2016;1A;Privado;NA;76;76248,,,
9BR;NA;SEVILLA;Hato Corozal;Casanare;Aeródromo;5.9234;-71.7139;HELI CALA LOPEZ;HELI CALA LOPEZ;700;15;3000;03 | 21;682;4729;06/09/2013;42626;1A;Privado;NA;85;85125,,,
9BS;NA;LA COMARCA;Trinidad;Casanare;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;85;85430,,,
9BT;NA;ASA SAN MARTIN;Riohacha;La Guajira;Aeródromo;11.2889;-73.1756;ASA S EN C;ASA S. EN C.;830;15;4500;18 | 36;49;5612;04/10/2012;42295;1A;Fumigación;NA;44;44001,,,
9BW;NA;LA FAZENDA;Puerto López;Meta;Aeródromo;4.3263;-72.2208;ALIAR S.A.;ALIAR S.A.;1200;12;5000;07 | 25;568;1941;03/05/2013;07/05/2016;2B;Fumigación;42;50;50573,,,
9BX;NA;LA ESTRELLA-CA.;San Martín;Meta;Aeródromo;3.4802;-73.3276;CLUB LA LIBELULA;CLUB LA LIBELULA;300;75;500;11 | 19;787;679;15/02/2011;41691;UL;Privado;NA;50;50689,,,
9BY;NA;SAN EDUARDO;Orocué;Casanare;Aeródromo;4.6422;-71.8104;EDUARDO J. GONZALEZ A.;EDUARDO J- GONZALEZ;800;12;2500;05 | 23;580;1580;26/03/2014;42869;1A;Privado;12;85;85230,,,
9BZ;NA;RIOSUCIO;Riosucio;Chocó;Aeródromo;7.4164;-77.0595;MUNICIPIO;MUNICIPIO;706;9;5670;11 | 19;72;3430;27/06/2014;NA;1A;Público;7;27;27615,,,
9CA;NA;LAS AGUILAS -CA;Yumbo;Valle del Cauca;Aeródromo;3.5134;-76.4931;SERESTEL S.A.;CLUB DEPORT.LAS AGUILAS;320;10;500;09 | 27;3100;4939;06/09/2012;42265;1A;Privado;NA;76;76892,,,
9CB;NA;CAMARUCOS;Paz de Ariporo;Casanare;Aeródromo;5.8754;-70.6583;ALCALDIA;ALCALDIA;1200;15;2000;02 | 20;367;4541;27/10/2006;07/11/2016;1A;Público;5;85;85250,,,
9CC;NA;EL TOTUMO;Paz de Ariporo;Casanare;Aeródromo;5.9387;-71.2217;MUNICIPIO;MUNICIPIO;520;15;2000;04 | 22;476;4541;27/10/2006;07/11/2016;1A;Público;8;85;85250,,,
9CD;NA;VARSOVIA;Paz de Ariporo;Casanare;Aeródromo;5.849;-70.3648;MUNICIPIO;MUNICIPIO;550;15;2000;05 | 23;328;4541;27/10/2006;07/11/2016;1A;Público;47;85;85250,,,
